source_concept_id,source_label,target_uri,target_label,relation,confidence,source_url,source_version
8CJr_LQ7_MBG,Inspelningsledare,http://data.europa.eu/esco/occupation/71898b81-fc2f-4a97-826d-f45e49a8160a,"regiassistent, film",close-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
8CJr_LQ7_MBG,Inspelningsledare,http://data.europa.eu/esco/occupation/e1106f6d-81fc-44f8-af94-8b7d2763065c,"regiassistent, teater",close-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
8HRs_652_CEB,Fastighetschef/Fastighetsdirektör,http://data.europa.eu/esco/occupation/b42c5ed4-c6e4-4694-934f-96127719cc43,anläggningschef,exact-match,high,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
8Hsw_57N_RvG,Sufflör,http://data.europa.eu/esco/occupation/949f1dc9-fb19-4212-8ac6-35ce83c88921,sufflör,exact-match,high,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
8Kvc_Fxt_Jei,Plastmaskinoperatör,http://data.europa.eu/esco/occupation/4a5ceaae-0f05-4091-bdbf-59f250ce6374,"processoperatör, värmebehandling",narrow-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
8Kvc_Fxt_Jei,Plastmaskinoperatör,http://data.europa.eu/esco/occupation/502fe307-ae65-46cb-a485-e559b9a35266,"maskinoperatör, formsprutning",narrow-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
8Kvc_Fxt_Jei,Plastmaskinoperatör,http://data.europa.eu/esco/occupation/6e18b923-7c5f-42d7-8ff0-de8d8ba30dbf,"maskinoperatör, vakuumformning",narrow-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
8Kvc_Fxt_Jei,Plastmaskinoperatör,http://data.europa.eu/esco/occupation/772e57c5-fb25-4b0c-8cc8-f8944a9edfbc,"maskinoperatör, glasfiber",narrow-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
8Kvc_Fxt_Jei,Plastmaskinoperatör,http://data.europa.eu/esco/occupation/84d45916-eef7-4c58-a73c-3639c9965014,"maskinoperatör, plastmöbler",narrow-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
8Kvc_Fxt_Jei,Plastmaskinoperatör,http://data.europa.eu/esco/occupation/88b21b2f-350c-4f41-9680-a53f8ea708ed,"maskinoperatör, fiberlindning",narrow-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
8Kvc_Fxt_Jei,Plastmaskinoperatör,http://data.europa.eu/esco/occupation/8b98dbc3-11f7-4720-86de-dcecee368be1,"maskinoperatör, formblåsning",narrow-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
8Kvc_Fxt_Jei,Plastmaskinoperatör,http://data.europa.eu/esco/occupation/8ba8acb8-c0f2-4679-ae15-3a4f6e876c6f,plastmaskinoperatör,narrow-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
8Kvc_Fxt_Jei,Plastmaskinoperatör,http://data.europa.eu/esco/occupation/96514fed-b9a9-4df3-ab0b-20676369297d,plastgjutare,narrow-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
8Kvc_Fxt_Jei,Plastmaskinoperatör,http://data.europa.eu/esco/occupation/a4ab8347-782f-4ca1-940d-44ffea256ebf,"formmaskinoperatör, optiskt läsbar skiva",narrow-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
8Kvc_Fxt_Jei,Plastmaskinoperatör,http://data.europa.eu/esco/occupation/ae3f1edd-d191-4a8d-8dfc-099dcdc6f1e8,"maskinskötare, vinylskivepressning",narrow-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
8Kvc_Fxt_Jei,Plastmaskinoperatör,http://data.europa.eu/esco/occupation/c22724a3-079c-4897-bd92-d99e068b6ffc,"maskinoperatör, profildragning",narrow-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
8Kvc_Fxt_Jei,Plastmaskinoperatör,http://data.europa.eu/esco/occupation/ec238461-93b6-4516-a251-52d1153b53ac,"maskinoperatör, formpressning",narrow-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
8L4Z_dVu_PaL,Utbildningschef,http://data.europa.eu/esco/occupation/d23f4d59-2bea-4bd8-bcdb-5e23b1c50552,"samordnare, utbildningsprogram",close-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
8MFH_Ud4_ysM,Byggstädare,http://data.europa.eu/esco/occupation/303a1e34-cb16-4054-b323-81e5eec17397,fastighetsstädare,close-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
8N18_sGB_X4M,Redovisningsekonom,http://data.europa.eu/esco/occupation/c3aae59e-1441-4b3e-bdd1-6da50dc7cf42,bokförare,exact-match,high,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
8NWY_SC6_LVA,Orderplanerare,http://data.europa.eu/esco/occupation/c4071145-a774-4cf4-aefa-ae18a385cca4,logistikingenjör,close-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
8UPT_SpB_Zqh,Överstyrman,http://data.europa.eu/esco/occupation/e3df1f82-3df9-41e5-8487-635e184653d1,styrman,broad-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
8Uhp_XYo_z5f,Kundtjänstmedarbetare,http://data.europa.eu/esco/occupation/98e58946-3227-4f6c-a5d1-5892fe76883d,servicetekniker,narrow-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
8Uhp_XYo_z5f,Kundtjänstmedarbetare,http://data.europa.eu/esco/occupation/b7b75eb6-34bc-462d-b412-eed393cc1397,kundinformatör,exact-match,high,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
8Uhp_XYo_z5f,Kundtjänstmedarbetare,http://data.europa.eu/esco/occupation/fde97584-d8e3-413e-a662-511c9055357e,chattoperatör,exact-match,high,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
8Vew_BX8_97h,Djursjukskötare,http://data.europa.eu/esco/occupation/24f1eb3a-e99c-4c38-9bda-ba2ba6bf9fa4,djursjukskötare,exact-match,high,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
8X6p_EBT_DZK,"Projektledare, kemiteknik",http://data.europa.eu/esco/occupation/35bc3847-58ad-46f5-8921-e58acc2762a6,kemiingenjör,close-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
8XzZ_2LL_NRk,Forskningsrådgivare,http://data.europa.eu/esco/occupation/5ac65daa-0896-4193-9f0e-8b00746b78a1,"forskarassistent, högskola",broad-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
8Y3v_LhQ_srX,"Föreståndare, äldreboende",http://data.europa.eu/esco/occupation/eea2b5c6-48d1-4612-957e-585783b3c7bb,"chef, äldreboende",exact-match,high,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
8ZFC_8DK_zWD,Mystery shopper,http://data.europa.eu/esco/occupation/7843a4c6-a9f6-4095-94b9-45b384d4bd57,"intervjuare, opinions- och marknadsundersökning",close-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
8c4V_VDM_K7q,Mobilkranförare,http://data.europa.eu/esco/occupation/1f2b8092-1787-4ef4-9282-cf81ce4b4d76,mobilkranförare,exact-match,high,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
8cJ8_fJJ_X5X,Apotekstekniker,http://data.europa.eu/esco/occupation/c1a86d6d-7785-43e1-994b-958eba58fff7,apoteksassistent,exact-match,high,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
8e4C_3b3_qAW,Skogsinspektor,http://data.europa.eu/esco/occupation/f489b1ec-3d6c-44b1-b1d7-c6c97db7df30,skogvaktare,narrow-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
8hp2_MAG_9Vn,Parkförvaltare,http://data.europa.eu/esco/occupation/e011f10f-e172-43ce-bfd9-fb56e426c0c9,naturvårdsförvaltare,broad-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
8iBe_TTS_ACq,Clown,http://data.europa.eu/esco/occupation/22799921-76a1-44c4-a7c3-c6a548e8ad85,cirkusartist,broad-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
8jrL_5RZ_9Kt,Account manager/AM,http://data.europa.eu/esco/occupation/2eac08c2-a81a-46fc-8d75-eb0e0f3e0f6d,kundansvarig,exact-match,high,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
8jrL_5RZ_9Kt,Account manager/AM,http://data.europa.eu/esco/occupation/89b85c45-ddc7-4fe1-be5a-d3db2be11f3b,kundansvarig för IKT,narrow-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
8nJG_4x9_BGX,"Lärling, undertaksmontör",http://data.europa.eu/esco/occupation/b4c6d1b0-929e-48be-9f67-47bd8c30658b,takmontör,exact-match,high,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
8np8_LS3_bs5,Livsmedelskontrollant,http://data.europa.eu/esco/occupation/b4306d87-7992-47fc-914a-4485a4e7003c,"kvalitetsbedömare, livsmedel",close-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
8qCg_sxp_6fq,Solcellsinstallatör,http://data.europa.eu/esco/occupation/75b63949-1b93-4bf2-a777-ccf978dc3e8a,"installationselektriker, solenergi",exact-match,high,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
8r8B_8bP_usp,"Utvecklingsingenjör, tillverkningsindustri",http://data.europa.eu/esco/occupation/29e8a27f-5e68-4d47-b991-5c41f835c72a,innovationsingenjör,broad-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
8r8B_8bP_usp,"Utvecklingsingenjör, tillverkningsindustri",http://data.europa.eu/esco/occupation/4a375b68-88a0-4e5f-99ce-9b01341dfb81,materialingenjör,narrow-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
8r8B_8bP_usp,"Utvecklingsingenjör, tillverkningsindustri",http://data.europa.eu/esco/occupation/579254cf-6d69-4889-9000-9c79dc568644,"civilingenjör, maskin",broad-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
8r8B_8bP_usp,"Utvecklingsingenjör, tillverkningsindustri",http://data.europa.eu/esco/occupation/91d0f74b-8612-49cc-a7da-83ee3c4b94d9,"ingenjör, industriell organisation, lädervaror",close-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
8r8B_8bP_usp,"Utvecklingsingenjör, tillverkningsindustri",http://data.europa.eu/esco/occupation/97d65832-3817-4ded-946b-cfc4a0237b9a,"produktionsplanerare, lädervaror",close-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
8r8B_8bP_usp,"Utvecklingsingenjör, tillverkningsindustri",http://data.europa.eu/esco/occupation/d7380260-1386-4e36-98b5-8115ca4a3536,"ingenjör, produktionsteknik",close-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
8rtq_NCB_wQA,Exploateringsingenjör,http://data.europa.eu/esco/occupation/d8e502b4-1be6-4d10-a224-151688f8f0c8,lantmätare,broad-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
8tSq_t1z_MRT,Business controller,http://data.europa.eu/esco/occupation/60082a99-d8ef-4e84-9290-78902681b6ed,företagsanalytiker,close-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
8wPx_j4J_ZTh,VVS-ingenjör,http://data.europa.eu/esco/occupation/3ce9c89d-6f1a-48b5-942d-386e46e2fd06,VVS-ingenjör,exact-match,high,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
8wPx_j4J_ZTh,VVS-ingenjör,http://data.europa.eu/esco/occupation/defbf906-e823-44b4-872f-99406c51022b,VVS-konstruktör,narrow-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
8wmm_Wto_9iG,CNC-operatör trä,http://data.europa.eu/esco/occupation/5c082067-ea18-4ccb-8c43-e70b18ad8120,CNC-operatör,broad-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
8wmm_Wto_9iG,CNC-operatör trä,http://data.europa.eu/esco/occupation/77a05858-f682-4648-baa5-9b86deeffbc1,snickerimaskinskötare,exact-match,high,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
8xAv_A7E_Gix,"Forskare, beräkningsbiologi",http://data.europa.eu/esco/occupation/eee68e13-8248-43bb-a9fb-959832a6c217,biolog,broad-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
8xCC_ojw_7fg,Klövvårdare,http://data.europa.eu/esco/occupation/701f9161-72e4-4ff3-a9e8-8e6352664ef0,klövvårdare,exact-match,high,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
8xk8_SZa_cyW,Kemtvättare,http://data.europa.eu/esco/occupation/0da51178-e386-4534-ae71-15ba789ad756,tvätteriarbetare,exact-match,high,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
8xk8_SZa_cyW,Kemtvättare,http://data.europa.eu/esco/occupation/2edd910a-e53e-44ee-b8c2-09e9f9d0395b,klädpressare,narrow-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
93t8_g4b_yeL,"Gravör, ädelmetall",http://data.europa.eu/esco/occupation/375137f7-5fc2-424e-9f63-d7ff4441c11e,"gravör, ädelmetall",exact-match,high,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
93yX_vHS_nfn,Stadsträdgårdsmästare,http://data.europa.eu/esco/occupation/f04eaeff-52f5-4d52-93ad-6f846884827f,skogvakt,close-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
96TD_UsQ_X4S,Näringsforskare,http://data.europa.eu/esco/occupation/8a53f8d3-d995-4c7b-a70d-d79f76bdcb3f,dietist,close-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
96k5_qy6_PQv,Servicedesigner/Tjänstedesigner,http://data.europa.eu/esco/occupation/96e20037-0a25-4bf6-a25e-808d1605d890,designer av användargränssnitt,narrow-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
96k5_qy6_PQv,Servicedesigner/Tjänstedesigner,http://data.europa.eu/esco/occupation/faed411a-f920-4100-86a8-b877928b429c,analytiker för användargränssnitt,narrow-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
99cb_pCK_BeP,Syntolk,http://data.europa.eu/esco/occupation/0dce2f9b-eda5-4dc4-ba74-36eeed8c9a44,syntolk,exact-match,high,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
99cb_pCK_BeP,Syntolk,http://data.europa.eu/esco/occupation/23e692a9-a242-4d4f-988f-ed562f757864,tolk,broad-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
99va_MQm_DWY,Revisionschef,http://data.europa.eu/esco/occupation/30f3ea93-882a-4525-841c-1d5b4b64076f,ekonomichef,close-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
9Da5_6yz_HBR,Gradare,http://data.europa.eu/esco/occupation/862ed9e5-96ec-410d-a0fd-5206a05a7954,gradare,exact-match,high,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
9ENZ_5kK_FrP,Folkhälsoutvecklare,http://data.europa.eu/esco/occupation/61053604-8091-4a8e-9c63-5151051722e3,hälsovårdskonsult,exact-match,high,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
9ENZ_5kK_FrP,Folkhälsoutvecklare,http://data.europa.eu/esco/occupation/d4d6842b-27f0-4222-85db-c542acf6d434,"handläggare, offentlig förvaltning, folkhälsofrågor",exact-match,high,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
9HFY_TcS_6qs,Diakon,http://data.europa.eu/esco/occupation/a4dd6eae-ca75-456f-829d-333671a7c186,kaplan,close-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
9JBZ_2TU_rTa,Elverkschef,http://data.europa.eu/esco/occupation/cb446db8-e8b3-418c-a21c-2d10faea42a5,kraftverkschef,exact-match,high,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
9K3i_XD4_Kyy,Läkare,http://data.europa.eu/esco/occupation/71f09c8b-a172-408c-b9e7-32e580e39ff6,läkare,exact-match,high,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
9KY5_egr_EUA,Idrottstränare,http://data.europa.eu/esco/occupation/0af6fc82-8e5e-46c6-a4ca-a672ecf7704c,boxningsinstruktör,narrow-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
9KY5_egr_EUA,Idrottstränare,http://data.europa.eu/esco/occupation/11695786-9fb7-4895-b161-0480419107e4,idrottsinstruktör,exact-match,high,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
9KY5_egr_EUA,Idrottstränare,http://data.europa.eu/esco/occupation/29df0797-c66d-4e54-a5e1-45b18cecf052,skridskoinstruktör,narrow-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
9KY5_egr_EUA,Idrottstränare,http://data.europa.eu/esco/occupation/3b43dafb-8c6b-4906-9fe5-bc218aacad55,fotbollstränare,narrow-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
9KY5_egr_EUA,Idrottstränare,http://data.europa.eu/esco/occupation/3e6488b6-3ca5-46b9-b380-5cd251d24824,pilatesinstruktör,narrow-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
9KY5_egr_EUA,Idrottstränare,http://data.europa.eu/esco/occupation/3e9c1262-4fe2-4eb1-bf94-4fe64498393a,idrottstränare,exact-match,high,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
9KY5_egr_EUA,Idrottstränare,http://data.europa.eu/esco/occupation/58f3f9fc-c9f6-4e14-bedf-a71ace5f27c5,konstnärlig instruktör,narrow-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
9KY5_egr_EUA,Idrottstränare,http://data.europa.eu/esco/occupation/62975936-0853-4a5d-9f59-bf943aca3cc6,simlärare,narrow-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
9KY5_egr_EUA,Idrottstränare,http://data.europa.eu/esco/occupation/b3086ad2-1f3c-4a60-9bdb-8b4746989d4b,tennistränare,narrow-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
9KrJ_9W8_KtX,Spårsvetsare,http://data.europa.eu/esco/occupation/7aedaa07-3884-4c5b-88f9-80997b2aa54b,"svetsare, manuell",broad-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
9LoK_Hba_2NG,Affärsanalytiker/Business analyst,http://data.europa.eu/esco/occupation/60082a99-d8ef-4e84-9290-78902681b6ed,företagsanalytiker,exact-match,high,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
9MD2_MYv_ukk,Kvalitetssamordnare/Kvalitetskoordinator,http://data.europa.eu/esco/occupation/c9862fdd-53b7-4da9-b742-4302d704836c,"verksamhetsutvecklare, lean",close-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
9NN9_5Zm_QTT,"Lärling, grävmaskinförare",http://data.europa.eu/esco/occupation/eedbf8b1-9432-4f42-ab7f-db5cd3eb2a05,grävmaskinsförare,exact-match,high,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
9NVr_Rdx_8Ay,Sprängingenjör,http://data.europa.eu/esco/occupation/40b77b1b-6f9c-4d25-8b08-8b3cb0aaf7e7,sprängingenjör,exact-match,high,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
9Tjc_2DX_Naf,Generalkonsul,http://data.europa.eu/esco/occupation/a8d05b64-f60b-4dd9-91c2-e2e63d82f2f5,konsul,broad-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
9U5Y_9Ji_uJq,Dataingenjör,http://data.europa.eu/esco/occupation/38a7f453-a7f0-45d2-a74d-5b92506e4a21,hårdvarutekniker,exact-match,high,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
9UWD_XwF_4nX,Bilinspektör,http://data.europa.eu/esco/occupation/1b422c31-f242-46b5-bbdc-aa63885e4b5c,"inspektör, transportsäkerhet",close-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
9Vqi_fu8_Nat,Valideringsingenjör,http://data.europa.eu/esco/occupation/30c0943c-caa1-411d-b273-26f475971273,kvalitetsingenjör,close-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
9XKh_kC3_A29,Vindkrafttekniker,http://data.europa.eu/esco/occupation/1a165cb5-99ff-4a4e-9e08-97a0fb7ed6f8,"tekniker, havsbaserad energi",narrow-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
9XKh_kC3_A29,Vindkrafttekniker,http://data.europa.eu/esco/occupation/47af27c4-5b45-4cce-ba01-4e96f8cf97b9,servicetekniker vid anläggning för havsbaserad förnybar energi,broad-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
9XKh_kC3_A29,Vindkrafttekniker,http://data.europa.eu/esco/occupation/a32187fa-bc37-4fc2-8e89-296632bfc271,"vindkrafttekniker, landbaserad vindkraft",exact-match,high,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
9YXJ_Rz2_MeV,Kvalitetschef,http://data.europa.eu/esco/occupation/109e0a5d-203d-4af6-8f70-692111335ec3,kvalitetschef,exact-match,high,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
9YZg_5x3_REV,Fartygsstädare,http://data.europa.eu/esco/occupation/731ecac4-06e8-4ec2-a559-101fecbd9183,städare,broad-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
9YaE_Syg_5ZB,Pizzabagare,http://data.europa.eu/esco/occupation/a02a1117-212f-4a49-b21a-d3b971e00e48,pizzabagare,exact-match,high,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
9dXK_Zi5_MSH,"Driftchef, energi",http://data.europa.eu/esco/occupation/a005f8a2-2d8a-433e-8d89-13575f822fd4,energichef,exact-match,high,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
9e9K_NST_qHe,Valutaförsäljare,http://data.europa.eu/esco/occupation/b7fc1cd1-0d6d-4e9e-8a9f-c3270201be81,valutakassör,exact-match,high,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
9fEz_9ji_74Y,Tandtekniker,http://data.europa.eu/esco/occupation/76bded28-876a-40b2-9efb-3123c8f14cf6,tandtekniker,exact-match,high,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
9g2J_Nhw_Bwg,Processoperatör betong,http://data.europa.eu/esco/occupation/86da9311-1f7a-40bb-af65-ed2a7178fcae,maskinoperatör för betongvaror,close-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
9haD_NB6_ULH,CNC-operatör,http://data.europa.eu/esco/occupation/02d4f153-8e43-444d-8bd4-8171d49eab12,FMS-operatör,exact-match,high,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
9haD_NB6_ULH,CNC-operatör,http://data.europa.eu/esco/occupation/18459eb0-5506-4692-9889-d1f9a2b989eb,"CNC-operatör, gravering",narrow-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
9haD_NB6_ULH,CNC-operatör,http://data.europa.eu/esco/occupation/1e3c3e4d-a888-426e-aaf0-022c8b5d743d,vattenskärningsoperatör,narrow-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
9haD_NB6_ULH,CNC-operatör,http://data.europa.eu/esco/occupation/5c082067-ea18-4ccb-8c43-e70b18ad8120,CNC-operatör,exact-match,high,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
9haD_NB6_ULH,CNC-operatör,http://data.europa.eu/esco/occupation/63042e8f-dd59-47fe-87f3-3b2ce21f196a,"CNC-operatör, svarvning",narrow-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
9haD_NB6_ULH,CNC-operatör,http://data.europa.eu/esco/occupation/a1c9f8b7-c4ce-4b15-ac3c-3378c300d8f2,"fräsare, metall",narrow-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
9jYT_DS5_6JE,Systemdesigner,http://data.europa.eu/esco/occupation/e1c72b5f-4c5c-487c-a6df-e84b64a51dae,systemarkitekt,close-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
9kWY_X1U_RyC,Universitets- och högskolelektor,http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,universitets- och högskolelektor,exact-match,high,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
9nHg_tvX_ajZ,Bingovärd,http://data.europa.eu/esco/occupation/2f7f5c84-b9b3-41ea-aa5f-5997d0873141,bingoutropare,exact-match,high,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
9nfm_4Xa_Tat,Prognosmeteorolog,http://data.europa.eu/esco/occupation/0809ea8a-4f77-4351-a7f1-b9a7b99b6c0b,prognosmeteorolog,exact-match,high,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
9rvw_tBz_kFG,"Enhetschef, hemtjänst",http://data.europa.eu/esco/occupation/4a29eab1-5f02-4723-a863-e2d5a0614dfa,"verksamhetschef, vårdenhet",broad-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
9uVb_cNz_M1q,Maskinmontör industrimaskiner,http://data.europa.eu/esco/occupation/0b6e1a0d-63fe-42d4-8dff-2ff187a9fea9,hydraultekniker,narrow-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
9uVb_cNz_M1q,Maskinmontör industrimaskiner,http://data.europa.eu/esco/occupation/24119471-6ca1-465b-8f48-b2aec5c60869,turbinmontör,narrow-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
9uVb_cNz_M1q,Maskinmontör industrimaskiner,http://data.europa.eu/esco/occupation/955ae83a-4d91-4db8-a5d6-bd489e5058df,"maskinmekaniker, gruva",narrow-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
9uVb_cNz_M1q,Maskinmontör industrimaskiner,http://data.europa.eu/esco/occupation/be0e6189-46a5-4b90-8622-2d1988efba1a,"montör, industrimaskiner",exact-match,high,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
9wDu_THq_WZQ,"Teleskoptruckförare, anläggning",http://data.europa.eu/esco/occupation/eeac6251-1974-42f5-91ed-513c6c883755,truckförare,broad-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
9xw5_9HF_gm5,Stickare,http://data.europa.eu/esco/occupation/3562e70c-016c-455c-b949-521a367418a5,handstickare,narrow-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
9yMK_8ep_D1K,IT-säkerhetstekniker,http://data.europa.eu/esco/occupation/1c5a896a-e010-4217-a29a-c44db26e25da,säkerhetstekniker för inbyggda system,narrow-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
