source_concept_id,source_label,target_uri,target_label,relation,confidence,source_url,source_version
15e8_KDZ_31Z,SFI-lärare,http://data.europa.eu/esco/occupation/9711dcfc-d9a8-4fba-9c5e-8428d8bcb53e,"lärare, språkskola",close-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
17FS_XzU_AQ4,Skolvärd,http://data.europa.eu/esco/occupation/00674f21-2f8f-4a41-9896-133f7cbe2a6e,"lärarassistent, grundskola",close-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
17FS_XzU_AQ4,Skolvärd,http://data.europa.eu/esco/occupation/4d27152a-a8ee-4f5a-9f93-a2fb4fb2b2e3,"lärarassistent, förskola",close-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
17FS_XzU_AQ4,Skolvärd,http://data.europa.eu/esco/occupation/79c2e54e-26e8-4cdc-a7f1-908e000bfb83,"lärarassistent, gymnasieskola",close-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
17Xf_MuM_vg2,Bilskadereparatör,http://data.europa.eu/esco/occupation/1a1ea837-0103-4230-8756-533a77c5f9f4,tunnplåtslagare,broad-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
1Cjx_ooE_HT9,Arkivutredare,http://data.europa.eu/esco/occupation/d8e502b4-1be6-4d10-a224-151688f8f0c8,lantmätare,close-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
1Cjx_ooE_HT9,Arkivutredare,http://data.europa.eu/esco/occupation/e3b08984-19fe-4d51-a1b0-990676fc7234,arkivarie,close-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
1DSQ_YqU_AMs,EU-handläggare,http://data.europa.eu/esco/occupation/1c85eee2-a8ca-4750-a889-10a3e6c17b80,förvaltare av EU-medel,narrow-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
1DSQ_YqU_AMs,EU-handläggare,http://data.europa.eu/esco/occupation/caf7b8fb-b2d6-46b7-bffa-bea7f8e4aed8,"handläggare, offentlig förvaltning",broad-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
1ERY_48v_Q6m,Administrativ chef,http://data.europa.eu/esco/occupation/3f6fc9db-18c1-45e8-819e-baf7b6cfe372,"administrativ chef, domstol",narrow-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
1ERY_48v_Q6m,Administrativ chef,http://data.europa.eu/esco/occupation/8b26eec6-7497-4218-8364-9b5983b04ae7,"administrativ chef, försvaret",narrow-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
1Kv4_35e_BX3,"Arbetsledare, ventilation",http://data.europa.eu/esco/occupation/0763c810-8ac6-4e39-867d-780a11af26e0,"arbetsledare, VVS",broad-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
1Liw_W5W_n2z,Väskmakare,http://data.europa.eu/esco/occupation/24e9f120-eae8-411a-8daf-c48e8ae2f5f6,sadelmakare,broad-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
1Liw_W5W_n2z,Väskmakare,http://data.europa.eu/esco/occupation/3e0b4b9b-b624-4ceb-9bc9-9627cdfb0b81,"maskinoperatör, lädervaror",close-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
1Liw_W5W_n2z,Väskmakare,http://data.europa.eu/esco/occupation/e666c384-2a14-4cd9-981f-7067dc0bb9a9,"sömmare, skinn",close-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
1N2U_6xW_Tdx,Fotograf,http://data.europa.eu/esco/occupation/480d2853-db07-43d4-847f-7ffdd8d368f5,fotojournalist,narrow-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
1N2U_6xW_Tdx,Fotograf,http://data.europa.eu/esco/occupation/66542dd6-05a6-4d9e-97ff-3f4858c31ff9,fotograf,exact-match,high,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
1UTZ_bS9_kUD,Scrum master,http://data.europa.eu/esco/occupation/8b6388a4-4904-471b-9331-d3b1211f5525,projektledare inom IKT,broad-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
1WpJ_Ho8_Ley,Kontrollmätare virke,http://data.europa.eu/esco/occupation/ad7bbc92-d5cb-4b64-a1a3-efc593afd437,"kontrollmätare, virke",close-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
1WsA_bfK_QUd,SOS-operatör,http://data.europa.eu/esco/occupation/68450507-b4a0-40e0-895b-385fe705be10,larmoperatör,exact-match,high,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
1YQx_x8S_Mk8,Regiassistent,http://data.europa.eu/esco/occupation/71898b81-fc2f-4a97-826d-f45e49a8160a,"regiassistent, film",narrow-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
1YQx_x8S_Mk8,Regiassistent,http://data.europa.eu/esco/occupation/e1106f6d-81fc-44f8-af94-8b7d2763065c,"regiassistent, teater",narrow-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
1YZp_JJt_Nen,Riksbibliotekarie,http://data.europa.eu/esco/occupation/24d39e12-e104-49d3-8224-8b7a5f9b99d1,bibliotekschef,close-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
1aZz_LY7_QYN,HR-strateg,http://data.europa.eu/esco/occupation/d3e32e5e-7f24-48e3-b939-e4f800eb62fb,personalhandläggare,broad-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
1awg_QKB_bkw,"Trafikplanerare, offentlig förvaltning",http://data.europa.eu/esco/occupation/93e4e70b-aae4-4fdc-8037-e48e7077564e,transportplanerare,exact-match,high,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
1d3z_y59_2Hm,HR-konsult/PA-konsult,http://data.europa.eu/esco/occupation/068370e0-9c27-4814-87d0-44fbb3140815,rekryteringskonsult,narrow-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
1d3z_y59_2Hm,HR-konsult/PA-konsult,http://data.europa.eu/esco/occupation/d3e32e5e-7f24-48e3-b939-e4f800eb62fb,personalhandläggare,broad-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
1eeu_FfB_Kpm,Fastighetsmäklare,http://data.europa.eu/esco/occupation/8ec8df02-e9dd-43b7-b416-5846ae0414ab,fastighetsmäklare,exact-match,high,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
1gxo_A2w_5A3,Hovrättsråd,http://data.europa.eu/esco/occupation/07bd65d7-c13f-443a-bdf6-88903f3822be,domare,broad-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
1ixi_57J_KFF,Kyltekniker,http://data.europa.eu/esco/occupation/79f435d0-9bc6-4d25-a26a-acbe16569ebb,"serviceinstallatör, uppvärmning och ventilation",broad-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
1jm3_XFQ_TdJ,"Projektledare, el",http://data.europa.eu/esco/occupation/bea99fea-0383-4c63-b944-70d4799de2c5,projektledare,broad-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
1mBD_3PT_t2h,Miljö- och klimatstrateg,http://data.europa.eu/esco/occupation/b5d2db88-9e2b-4efa-8f2f-0e62a494791e,"handläggare, offentlig förvaltning, miljö",exact-match,high,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
1n3p_xeZ_Zhy,Sjukhuskemist,http://data.europa.eu/esco/occupation/0d93706d-32fd-4de3-aa08-be1003e325da,kemist,broad-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
1naX_kwP_nzG,Hållbarhetsutvecklare,http://data.europa.eu/esco/occupation/2cf2b905-3308-4b5d-8e8d-633fc7a3f3ce,hållbarhetsspecialist,exact-match,high,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
1naX_kwP_nzG,Hållbarhetsutvecklare,http://data.europa.eu/esco/occupation/96e88e86-f2c7-42e6-a2b2-17e4f08d4ee0,samordnare av volontärarbete bland anställda,close-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
1puM_DYY_yEy,Trähusindustriarbetare,http://data.europa.eu/esco/occupation/77a05858-f682-4648-baa5-9b86deeffbc1,snickerimaskinskötare,broad-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
1puM_DYY_yEy,Trähusindustriarbetare,http://data.europa.eu/esco/occupation/ceb5277b-2c4d-4cb9-9b7e-b386e66e11ba,"maskinskötare, spikmaskin",exact-match,high,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
1qgf_mXF_5Xp,Character artist,http://data.europa.eu/esco/occupation/d68ff35f-e34d-4e32-88ab-d6c06a6c25b9,dataspelsdesigner,broad-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
1r5s_qHw_84e,Eventpersonal,http://data.europa.eu/esco/occupation/84931290-ad27-45ad-b611-9556c5facbdb,eventassistent,exact-match,high,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
1vrZ_JJL_fLC,Hårdlödare,http://data.europa.eu/esco/occupation/6d72138d-2ebb-4a89-b2b2-8c22365b89bf,hårdlödare,exact-match,high,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
1xNQ_zHp_Gtj,Platschef reseföretag,http://data.europa.eu/esco/occupation/425ed170-bf90-42c9-b5bd-148282ed96ff,resmålsansvarig,narrow-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
1yBB_G2R_LGr,Sångpedagog,http://data.europa.eu/esco/occupation/88990bdf-4f6b-4411-82c9-9eecad1db8fb,musikinstruktör,broad-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
1z8u_QoC_C56,Relationsmarknadsförare,http://data.europa.eu/esco/occupation/725090a7-9943-4dae-8079-a6999d21ddba,relationsmarknadsförare,exact-match,high,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
1zWB_81n_EEV,Resehandläggare,http://data.europa.eu/esco/occupation/291da1ab-1f90-426d-bbc5-60d0fa7d608b,resekonsult,broad-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
21B5_fF6_MTN,Resebyråchef,http://data.europa.eu/esco/occupation/02609ece-cea3-43fa-bf38-b6fb821f28b2,chef på researrangörsföretag,exact-match,high,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
21B5_fF6_MTN,Resebyråchef,http://data.europa.eu/esco/occupation/9358775a-3769-4327-bf25-6c0d9d69d192,chef på resebyrå,exact-match,high,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
23nR_PXa_9br,HR business partner/HR BP,http://data.europa.eu/esco/occupation/d3e32e5e-7f24-48e3-b939-e4f800eb62fb,personalhandläggare,broad-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
2546_5Ve_4ep,Kostymmästare,http://data.europa.eu/esco/occupation/b3b79192-f6e0-4aa0-92d1-f876508e05b3,kostymmakare,exact-match,high,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
2AGe_heZ_E94,"Försäkringshandläggare, försäkringskassa",http://data.europa.eu/esco/occupation/4d750b7f-f40d-447c-ba90-f5fb0ee9ef27,socialförsäkringshandläggare,broad-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
2CKr_6Br_jGR,"Specialistläkare, neurologi",http://data.europa.eu/esco/occupation/9b889f07-c39c-464d-b9d9-b2daa650f9ac,specialistläkare,broad-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
2Cjr_5Bn_GVb,Studiotekniker,http://data.europa.eu/esco/occupation/aa50ae49-1e40-4ba9-959f-22a11ff172b4,inspelningstekniker,exact-match,high,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
2DRV_Z7N_2Gk,Marknadskonsult,http://data.europa.eu/esco/occupation/4795d4e3-c623-47ff-abab-7de97fcb764e,marknadskonsult,exact-match,high,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
2DVG_WgT_925,Musikhandledare,http://data.europa.eu/esco/occupation/6667bf29-a3e3-4513-a71b-82c67206045b,"vårdare, ungdomsboende",close-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
2DVG_WgT_925,Musikhandledare,http://data.europa.eu/esco/occupation/78f474ae-c154-4206-ad0f-d8a00e9c541e,"vårdare, vuxna med funktionsnedsättning",close-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
2Di8_skD_voL,Finansanalytiker,http://data.europa.eu/esco/occupation/18d2b37a-9c31-4393-833e-bc2f7b1ce52a,"finansanalytiker, fusioner och förvärv",narrow-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
2Di8_skD_voL,Finansanalytiker,http://data.europa.eu/esco/occupation/1e331638-3f66-4641-9c49-56a94235f94c,"finansanalytiker, försäkring",narrow-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
2Di8_skD_voL,Finansanalytiker,http://data.europa.eu/esco/occupation/1fce1be0-bf52-449b-9a2b-3f2cc710290a,kompensationsanalytiker,narrow-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
2Di8_skD_voL,Finansanalytiker,http://data.europa.eu/esco/occupation/276a4ff1-a67c-4677-9f20-dc85f1060e1b,"analytiker, middle office",narrow-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
2Di8_skD_voL,Finansanalytiker,http://data.europa.eu/esco/occupation/7a6ca615-a2bc-499d-8288-d186ce2594ea,"finansanalytiker, risk",narrow-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
2Di8_skD_voL,Finansanalytiker,http://data.europa.eu/esco/occupation/8d586ee9-0ab1-4155-a3b0-2ca786c8e48c,finansanalytiker,exact-match,high,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
2Di8_skD_voL,Finansanalytiker,http://data.europa.eu/esco/occupation/b7f47c25-bdf3-42fa-a68e-ad32754b2dba,"finansanalytiker, investeringar",narrow-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
2Di8_skD_voL,Finansanalytiker,http://data.europa.eu/esco/occupation/dfa51b4d-0929-4885-b682-29e375c6b52c,"finansanalytiker, utdelningar",narrow-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
2Eib_vX9_79R,"Platschef, försäkringskassa/Områdeschef, försäkringskassa",http://data.europa.eu/esco/occupation/94e0bedd-e56e-42be-a5a4-b74a260f437c,avdelningschef,broad-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
2F9v_VeB_3AQ,Grundläggningsmaskinförare,http://data.europa.eu/esco/occupation/b4f4b21e-7664-45ca-9697-9123cfd8c9ef,pålmaskinförare,narrow-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
2KG5_YmC_TRA,"Belysningstekniker: scen, film, TV",http://data.europa.eu/esco/occupation/9ac10bde-93a0-4570-afc2-e2b6cf46d8d2,ljustekniker,close-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
2MWk_Cnz_tTJ,Social media manager/Social media specialist,http://data.europa.eu/esco/occupation/137b1d11-c4bc-4016-89ba-45345d4c71f0,communityansvarig,narrow-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
2MYm_KVX_GfS,Bokförläggare,http://data.europa.eu/esco/occupation/e2ad6d3e-1736-466b-a2bf-9823f683c8ab,förläggare,broad-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
2NdT_qer_nQk,"Serviceingenjör, maskin",http://data.europa.eu/esco/occupation/8d410283-865d-4cbb-acae-ac7f69d9cf26,fordonsingenjör,broad-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
2RC6_tLW_jCJ,Sjöfarts- och hamnskyddskontrollant,http://data.europa.eu/esco/occupation/4cbe5a17-056c-489a-9f10-f9d816905000,väktare,close-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
2Sz2_yAG_zwd,Konfektionssömmerska,http://data.europa.eu/esco/occupation/bda98f02-4f92-4015-a0c8-b86b8abc711a,"sömnadsarbetare, klädprov",exact-match,high,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
2Sz2_yAG_zwd,Konfektionssömmerska,http://data.europa.eu/esco/occupation/db55bf08-3ad3-4bf6-bf59-7f9f426a6de5,"sömnadsarbetare, ändringssömnad",exact-match,high,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
2ZTF_EUL_UyD,Skomakare,http://data.europa.eu/esco/occupation/06f89f2c-c6e9-40c5-a4a5-0e34d5fbc184,skodesigner,narrow-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
2ZTF_EUL_UyD,Skomakare,http://data.europa.eu/esco/occupation/07ba3429-cccd-435b-a7d0-c02ba962bbd9,beställningsskomakare,exact-match,high,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
2ZTF_EUL_UyD,Skomakare,http://data.europa.eu/esco/occupation/0a5001af-ce4b-4787-92e8-62af70089e53,"skomakare, pinnare",exact-match,high,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
2ZTF_EUL_UyD,Skomakare,http://data.europa.eu/esco/occupation/40d76b2c-b917-4bf1-95b3-191f11472e67,skodesigner med 3D-datorstöd,narrow-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
2ZTF_EUL_UyD,Skomakare,http://data.europa.eu/esco/occupation/ce594060-b05a-45d8-ac41-1cf3bb980085,"skomakare, nåtlare",exact-match,high,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
2ZTF_EUL_UyD,Skomakare,http://data.europa.eu/esco/occupation/dc9b98da-c389-4caf-a21a-c6f8c530c0bf,reparationsskomakare,exact-match,high,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
2ZTF_EUL_UyD,Skomakare,http://data.europa.eu/esco/occupation/f8e76759-811e-4b39-9adf-3e77429cff8f,skomakare,exact-match,high,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
2d5J_nX1_74P,"Fogarbetare, hus och anläggning",http://data.europa.eu/esco/occupation/95da5e1b-cc1e-46bd-96c4-81d4f7003080,husmontör,close-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
2eTw_69k_MEy,Saneringsarbetare,http://data.europa.eu/esco/occupation/c0ec3a06-1dac-4c21-9f08-4c9dfbc9d6cf,saneringsarbetare,exact-match,high,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
2eTw_69k_MEy,Saneringsarbetare,http://data.europa.eu/esco/occupation/c95121e9-e9f7-40a9-adcb-6fda1e82bbd2,"tekniker, riskavfall",exact-match,high,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
2gtP_DKV_nfQ,Miljöinspektör,http://data.europa.eu/esco/occupation/28742973-c452-4996-b070-440e437306dc,vattenanalytiker,narrow-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
2gtP_DKV_nfQ,Miljöinspektör,http://data.europa.eu/esco/occupation/7a523273-9fff-4f11-beb6-110eeaec1436,återvinningsspecialist,narrow-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
2gtP_DKV_nfQ,Miljöinspektör,http://data.europa.eu/esco/occupation/e8461d2e-3d75-477c-93a2-ea8d342bb55b,miljötekniker,narrow-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
2hTu_y9K_CxY,Belysningsmästare,http://data.europa.eu/esco/occupation/9ac10bde-93a0-4570-afc2-e2b6cf46d8d2,ljustekniker,broad-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
2iBk_N8d_Gm4,Forskarassistent,http://data.europa.eu/esco/occupation/1092dd4c-b96b-4b3f-87fe-4a9e8d1937fb,forskarassistent,exact-match,high,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
2iBk_N8d_Gm4,Forskarassistent,http://data.europa.eu/esco/occupation/5ac65daa-0896-4193-9f0e-8b00746b78a1,"forskarassistent, högskola",exact-match,high,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
2iBk_N8d_Gm4,Forskarassistent,http://data.europa.eu/esco/occupation/82b5c6dc-6a4d-4415-80d8-5cfedfc54de7,assistent vid kliniska prövningar,narrow-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
2mPd_wgX_1zA,Frisöraspirant,http://data.europa.eu/esco/occupation/099c6bb0-22d3-4c5d-8bf5-70910af381ef,frisör,exact-match,high,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
2mPd_wgX_1zA,Frisöraspirant,http://data.europa.eu/esco/occupation/55f6380c-7511-4c33-8fc4-c74f10f524fa,frisörsassistent,exact-match,high,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
2p8h_gqm_4LG,"Matros, inre fart",http://data.europa.eu/esco/occupation/bd22a34c-1dc2-48df-a254-66e5d03dec12,"matros, inre fart",exact-match,high,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
2qmv_BHZ_kuo,Industristädare,http://data.europa.eu/esco/occupation/245be6d1-fe9a-4ac8-9f81-122a687e4724,fabriksassistent,exact-match,high,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
2qmv_BHZ_kuo,Industristädare,http://data.europa.eu/esco/occupation/303a1e34-cb16-4054-b323-81e5eec17397,fastighetsstädare,close-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
2tBP_FRG_gwT,Skulptör,http://data.europa.eu/esco/occupation/94d94bd0-9ac3-4bd8-81c0-c3fdf551aa16,skulptör,exact-match,high,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
2tSL_RP2_jUP,Förvaltningsekonom,http://data.europa.eu/esco/occupation/99492920-e5a5-4dba-9e5a-93193147198c,ekonom,broad-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
31Uw_P9P_AgC,"Bergarbetare, bygg och anläggning",http://data.europa.eu/esco/occupation/425f4904-3a7a-4ad0-ac5b-42b38392f768,operatör av tunga maskiner under jord,exact-match,high,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
31Uw_P9P_AgC,"Bergarbetare, bygg och anläggning",http://data.europa.eu/esco/occupation/4a215d87-8363-4db2-a661-3c0d816b2a70,gruvarbetare vid dagbrott,exact-match,high,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
31Uw_P9P_AgC,"Bergarbetare, bygg och anläggning",http://data.europa.eu/esco/occupation/4cdfac8c-b000-4279-985e-31bc1fbe2447,gruvarbetare under jord,exact-match,high,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
31Uw_P9P_AgC,"Bergarbetare, bygg och anläggning",http://data.europa.eu/esco/occupation/efd5d3cb-3716-43b7-b21b-98e17f00e9eb,"lärling, bergarbetare",exact-match,high,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
333u_QiV_URJ,Förrådsansvarig,http://data.europa.eu/esco/occupation/2f5de1ab-eddf-4715-8193-e994912c22ea,lagerchef,close-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
37Yu_WtR_fRM,Hårdvarukonstruktör,http://data.europa.eu/esco/occupation/92bb3d8c-8a9f-4cd7-80ec-247bbf173004,maskinvarukonstruktör,exact-match,high,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
38iE_Jad_mu6,Customer success manager/CSM,http://data.europa.eu/esco/occupation/2eac08c2-a81a-46fc-8d75-eb0e0f3e0f6d,kundansvarig,broad-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
3C5w_yFv_KP9,Garvare,http://data.europa.eu/esco/occupation/21a33619-1959-42e6-8478-64a930f7f225,läderfärgare,close-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
3C5w_yFv_KP9,Garvare,http://data.europa.eu/esco/occupation/2c94916d-bd7d-4855-ab89-574d2c439a63,"maskinoperatör, lädermätning",narrow-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
3C5w_yFv_KP9,Garvare,http://data.europa.eu/esco/occupation/3c0c688b-f7ca-40dc-8222-ab011d4e2449,garvare,broad-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
3C5w_yFv_KP9,Garvare,http://data.europa.eu/esco/occupation/a645b7e5-dfa8-4cce-938f-2d6395a6b51d,lädervaruarbetare,close-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
3C5w_yFv_KP9,Garvare,http://data.europa.eu/esco/occupation/d2078576-9c43-40f7-bf52-356f53d650fd,hudsorterare,narrow-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
3C5w_yFv_KP9,Garvare,http://data.europa.eu/esco/occupation/e6eea1ed-e982-4583-bafe-a0ac796f6cf1,skinnberedare,exact-match,high,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
3EeV_kzS_zag,Naprapat,http://data.europa.eu/esco/occupation/49e4e358-8ba3-4a05-8ef9-abb73156f5f7,kiropraktor,close-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
3GKG_7xX_AcT,UI-designer,http://data.europa.eu/esco/occupation/96e20037-0a25-4bf6-a25e-808d1605d890,designer av användargränssnitt,exact-match,high,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
3HoD_9KS_4Lb,Utvecklingschef,http://data.europa.eu/esco/occupation/1488589a-7b83-471d-b094-492f5616f4e0,produktutvecklingschef,close-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
3HoD_9KS_4Lb,Utvecklingschef,http://data.europa.eu/esco/occupation/73ceb2f9-18e3-4cfe-9c06-e9fb31ece440,forsknings- och utvecklingschef,exact-match,high,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
3HoD_9KS_4Lb,Utvecklingschef,http://data.europa.eu/esco/occupation/9f1d546b-1b4e-4b64-97e8-600fc502304b,innovationsansvarig,narrow-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
3Hz5_7WC_nyE,"Specialistläkare, reumatologi",http://data.europa.eu/esco/occupation/9b889f07-c39c-464d-b9d9-b2daa650f9ac,specialistläkare,broad-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
3MDV_uBQ_6oG,"Forskare, trafiksäkerhet",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,universitets- och högskolelektor,broad-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
3N52_wtb_L2r,Tulltjänsteman,http://data.europa.eu/esco/occupation/5f16819d-50b9-475b-a2d8-607ee6d99a9d,tulltjänsteman,exact-match,high,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
3N52_wtb_L2r,Tulltjänsteman,http://data.europa.eu/esco/occupation/6296faea-1909-4943-b0e0-662b43ad855d,gränsövervakningspersonal,broad-match,low,https://taxonomy.api.jobtechdev.se/v1/taxonomy/graphql,30
