source_type,source_code,nuts_code,nuts_label,source_url,source_version
kommune,hole,NO085,Buskerud,https://data.ssb.no/api/klass/v1/classifications/131/codesAt.json,2026-08-23
kommune,holmestrand,NO093,Vestfold,https://data.ssb.no/api/klass/v1/classifications/131/codesAt.json,2026-08-23
kommune,holtalen,NO060,Trøndelag/Trööndelage,https://data.ssb.no/api/klass/v1/classifications/131/codesAt.json,2026-08-23
kommune,horten,NO093,Vestfold,https://data.ssb.no/api/klass/v1/classifications/131/codesAt.json,2026-08-23
kommune,hoyanger,NO0A2,Vestland,https://data.ssb.no/api/klass/v1/classifications/131/codesAt.json,2026-08-23
kommune,hoylandet,NO060,Trøndelag/Trööndelage,https://data.ssb.no/api/klass/v1/classifications/131/codesAt.json,2026-08-23
kommune,hurdal,NO084,Akershus,https://data.ssb.no/api/klass/v1/classifications/131/codesAt.json,2026-08-23
kommune,hustadvika,NO0A3,Møre og Romsdal,https://data.ssb.no/api/klass/v1/classifications/131/codesAt.json,2026-08-23
kommune,hvaler,NO083,Østfold,https://data.ssb.no/api/klass/v1/classifications/131/codesAt.json,2026-08-23
kommune,hyllestad,NO0A2,Vestland,https://data.ssb.no/api/klass/v1/classifications/131/codesAt.json,2026-08-23
kommune,ibestad,NO072,Troms/Romsa/Tromssa,https://data.ssb.no/api/klass/v1/classifications/131/codesAt.json,2026-08-23
kommune,inderoy,NO060,Trøndelag/Trööndelage,https://data.ssb.no/api/klass/v1/classifications/131/codesAt.json,2026-08-23
kommune,indre fosen,NO060,Trøndelag/Trööndelage,https://data.ssb.no/api/klass/v1/classifications/131/codesAt.json,2026-08-23
kommune,indre ostfold,NO083,Østfold,https://data.ssb.no/api/klass/v1/classifications/131/codesAt.json,2026-08-23
kommune,iveland,NO092,Agder,https://data.ssb.no/api/klass/v1/classifications/131/codesAt.json,2026-08-23
kommune,jevnaker,NO084,Akershus,https://data.ssb.no/api/klass/v1/classifications/131/codesAt.json,2026-08-23
kommune,karasjohka,NO073,Finnmark/Finnmárku/Finmarkku,https://data.ssb.no/api/klass/v1/classifications/131/codesAt.json,2026-08-23
kommune,karlsoy,NO072,Troms/Romsa/Tromssa,https://data.ssb.no/api/klass/v1/classifications/131/codesAt.json,2026-08-23
kommune,karmoy,NO0A1,Rogaland,https://data.ssb.no/api/klass/v1/classifications/131/codesAt.json,2026-08-23
kommune,kinn,NO0A2,Vestland,https://data.ssb.no/api/klass/v1/classifications/131/codesAt.json,2026-08-23
